src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.195,239.255.255.250,57083,1900,17,1556129695.409729,36,36,0,157.44444444444446,165,129,125.13580246913583,157.44444444444446,165,129,125.13580246913583,0.0,0,0,0.0,0.4327735492161342,3.1589770317077637,1.3113021850585938e-05,0.9955226632158771,0.4327735492161342,3.1589770317077637,1.3113021850585938e-05,0.9955226632158771,0.0,0.0,0.0,0.0,15.147074222564697,17,1900,N,0
192.168.1.195,239.255.255.250,62674,3702,17,1556129695.463989,8,8,0,1106.0,1106,1106,0.0,1106.0,1106,1106,0.0,0.0,0,0,0.0,0.12182985033307757,0.4503328800201416,1.3828277587890625e-05,0.026923015602195087,0.12182985033307757,0.4503328800201416,1.3828277587890625e-05,0.026923015602195087,0.0,0.0,0.0,0.0,0.852808952331543,17,3702,N,0
192.168.1.195,239.255.255.250,58124,1900,17,1556129755.375239,34,34,0,157.0,165,129,128.94117647058823,157.0,165,129,128.94117647058823,0.0,0,0,0.0,0.4483318834593802,3.0079970359802246,2.2172927856445312e-05,0.9997136905064266,0.4483318834593802,3.0079970359802246,2.2172927856445312e-05,0.9997136905064266,0.0,0.0,0.0,0.0,14.794952154159546,17,1900,N,0
192.168.1.195,239.255.255.250,62674,3702,17,1556129755.409971,8,8,0,1106.0,1106,1106,0.0,1106.0,1106,1106,0.0,0.0,0,0,0.0,0.1654097012111119,0.4598228931427002,2.4080276489257812e-05,0.04101736580043406,0.1654097012111119,0.4598228931427002,2.4080276489257812e-05,0.04101736580043406,0.0,0.0,0.0,0.0,1.1578679084777832,17,3702,N,0
74.125.200.154,192.168.1.30,443,42620,6,1556129777.478355,24,12,12,248.08333333333334,1470,52,122723.65972222225,368.5,1470,52,204322.25,127.66666666666667,420,52,12124.72222222222,0.02835683200670325,0.1510300636291504,9.5367431640625e-07,0.001767175923170153,0.05929155783219771,0.2540581226348877,5.9604644775390625e-06,0.006205588163433548,0.051371639425104317,0.21961092948913574,1.9073486328125e-06,0.004169467133207893,0.6522071361541748,6,443,N,0
192.168.1.195,239.255.255.250,49735,1900,17,1556129815.417496,34,34,0,157.0,165,129,128.94117647058823,157.0,165,129,128.94117647058823,0.0,0,0,0.0,0.44826475779215497,3.019684076309204,9.059906005859375e-06,0.9918480342366568,0.44826475779215497,3.019684076309204,9.059906005859375e-06,0.9918480342366568,0.0,0.0,0.0,0.0,14.792737007141113,17,1900,N,0
192.168.1.195,239.255.255.250,62674,3702,17,1556129815.667415,8,8,0,1106.0,1106,1106,0.0,1106.0,1106,1106,0.0,0.0,0,0,0.0,0.1284611565726144,0.5064208507537842,1.3113021850585938e-05,0.03246536154412928,0.1284611565726144,0.5064208507537842,1.3113021850585938e-05,0.03246536154412928,0.0,0.0,0.0,0.0,0.8992280960083008,17,3702,N,0
192.168.1.195,23.1.240.138,49935,443,6,1556129848.40632,68,15,53,771.3382352941177,1500,40,386339.4003027682,143.2,448,40,16119.360000000004,949.1132075471698,1500,40,347847.4588821645,0.0751965686456481,4.770397901535034,9.5367431640625e-07,0.3342887187408319,0.3581195729119437,4.812762975692749,2.86102294921875e-06,1.5274504776871303,0.09688694201982938,4.801394939422607,9.5367431640625e-07,0.4345182428104525,5.038170099258423,6,443,N,0
192.168.1.195,204.79.197.200,49937,443,6,1556129856.515757,20,8,12,375.8,1500,40,322099.95999999996,93.875,241,40,4373.359375,563.75,1500,40,445604.6875,0.01953936878003572,0.23543214797973633,9.5367431640625e-07,0.0027908905239540454,0.05158298356192453,0.2355060577392578,5.9604644775390625e-06,0.005948761511388288,0.032673098824240944,0.24657607078552246,2.1457672119140625e-06,0.004962133266463407,0.3712480068206787,6,443,N,0
192.168.1.195,204.79.197.200,49938,443,6,1556129856.516302,27,12,15,355.4074074074074,1500,40,270689.64883401926,121.91666666666667,592,40,23532.243055555547,542.2,1500,40,389909.75999999995,0.02170711297255296,0.22454309463500977,9.5367431640625e-07,0.0030133411613253074,0.051307721571488815,0.22454309463500977,1.5020370483398438e-05,0.005997039048502076,0.03946171488080706,0.23600387573242188,2.86102294921875e-06,0.005355104565010103,0.564384937286377,6,443,N,0
