src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
3.122.49.24,192.168.1.152,1883,52976,6,1554312473.166633,390,181,209,197.95897435897436,1500,52,123201.5419066404,60.26519337016575,92,56,69.23353987973506,317.20574162679424,1500,52,199198.32609143562,0.15380258118891776,0.6725571155548096,9.5367431640625e-07,0.03585953904363628,0.3323838220702277,1.8059029579162598,9.5367431640625e-07,0.125564215646594,0.28763957207019514,0.6725571155548096,7.319450378417969e-05,0.03146462553819444,59.829204082489014,6,1883,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554312473.517131,180,120,60,135.33333333333334,278,52,10272.888888888892,64.0,76,52,144.0,278.0,278,278,0.0,0.32960781038806425,1.0010638236999512,1.0013580322265625e-05,0.22087316477209015,0.4957966223484328,1.0010638236999512,9.083747863769531e-05,0.2498419359611554,0.9999949123899815,1.0012118816375732,0.9987058639526367,3.6112359557084977e-07,58.9997980594635,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554312473.517212,180,120,60,135.33333333333334,278,52,10272.888888888892,64.0,76,52,144.0,278.0,278,278,0.0,0.3296077824171695,1.001136064529419,5.0067901611328125e-06,0.2209113367591087,0.49579658027456586,1.001136064529419,4.696846008300781e-05,0.24989936728632825,0.9999954579240184,1.0012140274047852,0.9985959529876709,3.723707304121752e-07,58.99979305267334,6,7878,N,0
192.168.1.152,192.168.1.195,1880,52786,6,1554312473.725922,523,279,244,547.0611854684513,4772,40,1023894.6654723999,990.5125448028674,4772,44,1497837.683534384,40.0,40,40,0.0,0.11318707283429259,1.0430850982666016,5.0067901611328125e-06,0.0438831864858033,0.21253024502623852,1.0433111190795898,5.0067901611328125e-06,0.061376667977203044,0.2431422839930028,1.0433039665222168,5.316734313964844e-05,0.06275609246503641,59.08365201950073,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554312533.454827,400,177,223,191.5175,1500,52,121875.28969375002,60.54237288135593,92,52,81.60413674231543,295.47533632286996,1500,52,194122.4915441694,0.150231827470593,0.6733858585357666,9.5367431640625e-07,0.036782677813515983,0.3405813642523505,1.1100239753723145,9.5367431640625e-07,0.13195243698798473,0.2700107795698149,0.6733858585357666,7.319450378417969e-05,0.03605304221161217,59.9424991607666,6,1883,N,0
192.168.1.152,192.168.1.195,1880,52786,6,1554312533.735503,533,284,249,535.5816135084427,3851,40,904186.9337707548,970.0880281690141,3851,44,1292813.1647862527,40.0,40,40,0.0,0.11236656563622612,0.9291620254516602,4.0531158447265625e-06,0.044089385781002716,0.21123296043476872,0.9294130802154541,7.152557373046875e-06,0.06208518111628152,0.24104412140384798,0.9294450283050537,5.9604644775390625e-06,0.06365110458716117,59.77901291847229,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554312534.51728,183,122,61,135.33333333333334,278,52,10272.88888888889,64.0,76,52,144.0,278.0,278,278,0.0,0.3296679336946089,1.0012049674987793,9.775161743164062e-06,0.22090333417003982,0.4958641647307341,1.0012049674987793,8.606910705566406e-05,0.2498570710946598,0.9999900658925375,1.0013129711151123,0.9981698989868164,4.1595217162972003e-07,59.99956393241882,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554312534.517473,183,122,61,135.33333333333334,278,52,10272.88888888889,64.0,76,52,144.0,278.0,278,278,0.0,0.329668769469628,1.0012829303741455,5.9604644775390625e-06,0.22094034302713725,0.49586542184687843,1.0012829303741455,4.506111145019531e-05,0.249912318685407,0.9999925176302592,1.0013389587402344,0.998345136642456,4.113726316587771e-07,59.99971604347229,6,7878,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554312593.698997,417,191,226,188.15107913669064,1500,52,115932.7805324086,59.93717277486911,88,56,56.37301609056771,296.5088495575221,1500,52,188229.34726681808,0.14359705035503095,0.6718859672546387,9.5367431640625e-07,0.03175211868494299,0.31238963102039535,1.0537829399108887,9.5367431640625e-07,0.10701769364952601,0.265494990878635,0.6718859672546387,0.000125885009765625,0.028853169505116016,59.73637294769287,6,1883,N,0
192.168.1.152,192.168.1.195,1880,52786,6,1554312593.74979,536,285,251,535.1305970149253,3846,40,915512.2777205392,971.1929824561404,3846,44,1315747.3136349646,40.0,40,40,0.0,0.1108454713197512,0.9970669746398926,4.0531158447265625e-06,0.03905197384187036,0.20880997516739536,0.9972090721130371,6.9141387939453125e-06,0.05319664725660474,0.23720862007141114,0.9971768856048584,1.9073486328125e-05,0.053684925250588766,59.302327156066895,6,1880,N,0
