src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.152,3.122.49.24,52976,1883,6,1554323945.463897,399,219,180,194.19298245614036,1500,52,120469.43393571649,304.19634703196346,1500,52,192604.04820583394,60.355555555555554,88,56,70.62913580246915,0.15053879136416182,0.6704461574554443,9.5367431640625e-07,0.03400967724485022,0.2748368759767725,0.6704461574554443,0.0001361370086669922,0.030929644047959587,0.33148033525690684,1.0517339706420898,9.5367431640625e-07,0.11493175727156196,59.9144389629364,6,1883,N,0
192.168.1.152,192.168.1.195,1880,54163,6,1554323945.504725,524,272,252,552.0038167938932,4811,40,970375.6259396306,1026.360294117647,4811,44,1401513.708423443,40.0,40,40,0.0,0.11469609559608007,1.0019159317016602,9.5367431640625e-07,0.05306370827181244,0.2213500953688393,1.0021381378173828,7.152557373046875e-06,0.07888509235327558,0.23898738218968607,1.0020978450775146,9.5367431640625e-07,0.0809530053656943,59.98605799674988,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554323945.517484,180,120,60,135.34444444444443,279,52,10276.070246913581,64.0,76,52,144.0,278.03333333333336,279,278,0.032222222222222215,0.32961382146654183,1.0014169216156006,5.9604644775390625e-06,0.2208822938350883,0.4958056642227814,1.0014169216156006,8.797645568847656e-05,0.24985266244882415,1.0000131372678078,1.0015289783477783,0.9984550476074219,3.651315673911549e-07,59.000874042510986,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554323945.517651,180,120,60,135.34444444444443,279,52,10276.070246913581,64.0,76,52,144.0,278.03333333333336,279,278,0.032222222222222215,0.3296131608206467,1.0016419887542725,5.9604644775390625e-06,0.22091839373363212,0.49580467047811555,1.0016419887542725,4.601478576660156e-05,0.24990729345760504,1.0000119492159052,1.001695156097412,0.9984650611877441,3.7656041922817174e-07,59.00075578689575,6,7878,N,0
192.168.1.152,216.58.199.74,44814,443,6,1554323952.553518,3,2,1,78.0,91,52,338.0,71.5,91,52,380.25,91.0,91,91,0.0,0.006098508834838867,0.011944055557250977,0.0002529621124267578,3.4170416483902954e-05,0.012197017669677734,0.012197017669677734,0.012197017669677734,0.0,0.0,0.0,0.0,0.0,0.012197017669677734,6,443,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554324005.47395,403,217,186,191.575682382134,1500,52,120024.66114562617,304.33640552995394,1500,52,195292.25088661895,60.02150537634409,92,52,71.82749450803561,0.14910775630628292,0.6700458526611328,9.5367431640625e-07,0.032259279315836005,0.27750610201447096,0.6700458526611328,5.9604644775390625e-06,0.027653920281252263,0.32146899506852433,1.044363021850586,9.5367431640625e-07,0.11191703964112726,59.94131803512573,6,1883,N,0
192.168.1.152,192.168.1.195,1880,54163,6,1554324005.513203,583,300,283,493.00686106346484,3768,40,710815.5196784833,920.3433333333334,3768,44,1005148.6787888889,40.0,40,40,0.0,0.10300773525565761,1.0011420249938965,4.0531158447265625e-06,0.04845865524536478,0.20050274887212544,1.0013329982757568,5.9604644775390625e-06,0.07484781205105688,0.21259007048099599,1.001323938369751,4.0531158447265625e-06,0.07678309073157798,59.950501918792725,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554324005.517526,181,121,60,135.02209944751382,279,52,10240.231555813314,64.09917355371901,76,52,143.99016460624273,278.05,279,278,0.04750000000000001,0.3333330618010627,1.0007789134979248,9.059906005859375e-06,0.22213596879797967,0.49999959270159405,1.0007789134979248,8.821487426757812e-05,0.24987075721928456,1.0000037096314511,1.0008800029754639,0.9989829063415527,2.722248291150456e-07,59.999951124191284,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554324005.517653,182,121,61,135.80769230769232,279,52,10295.67180896027,64.09917355371901,76,52,143.99016460624273,278.04918032786884,279,278,0.04676162321956462,0.3314916784592096,1.0008490085601807,5.9604644775390625e-06,0.22155097249346586,0.499999608596166,1.0008490085601807,4.601478576660156e-05,0.24991893160422646,0.9999992330869039,1.000990867614746,0.998992919921875,3.0032205906928135e-07,59.99999380111694,6,7878,N,0
192.168.1.152,60.254.148.72,57772,80,6,1554324027.713636,19,10,9,89.05263157894737,436,52,11009.418282548475,82.4,348,52,7843.840000000002,96.44444444444444,436,52,14422.913580246914,2.838267723719279,10.217153787612915,5.9604644775390625e-06,20.592011140050786,5.673212104373508,10.240004062652588,0.0001010894775390625,25.34619019400774,6.374342739582062,10.246905088424683,5.9604644775390625e-06,24.164854245520935,51.08881902694702,6,80,N,0
