src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.152,192.168.1.195,1880,51323,6,1554263176.202891,649,341,308,446.9106317411402,3393,40,558956.9904724823,814.4428152492669,3393,42,779188.7100730129,40.0,40,40,0.0,0.09158112642205792,0.9501099586486816,9.5367431640625e-07,0.032359473638975844,0.1745417735155891,0.9502429962158203,9.5367431640625e-07,0.047263433365707895,0.19330433214914527,0.9502570629119873,2.1457672119140625e-06,0.04870229997427463,59.34456992149353,6,1880,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554263176.31089,415,229,186,187.92530120481928,1500,52,114105.37032370444,291.65502183406113,1500,52,182729.88535687723,60.215053763440864,88,52,58.79246155624926,0.14343568610684307,1.0297229290008545,9.5367431640625e-07,0.03173557418596682,0.2604490089834782,1.029728889465332,0.00013899803161621094,0.030249613765577707,0.31782023842270307,1.367542028427124,9.5367431640625e-07,0.09610365126912078,59.38237404823303,6,1883,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554263177.457672,183,122,61,135.03825136612022,278,52,10188.900176177252,64.0,76,52,144.0,277.11475409836066,278,277,0.10158559527008865,0.3296685769007756,1.0010969638824463,5.9604644775390625e-06,0.22089235375714195,0.4958651321978608,1.0010969638824463,8.702278137207031e-05,0.24984023399764255,0.9999916831652323,1.0012729167938232,0.9987659454345703,3.905466468110161e-07,59.99968099594116,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554263177.457737,183,122,61,135.03825136612022,278,52,10188.900176177252,64.0,76,52,144.0,277.11475409836066,278,277,0.10158559527008865,0.3296690105081915,1.0010459423065186,5.9604644775390625e-06,0.220921387275243,0.4958657844007508,1.0010459423065186,4.506111145019531e-05,0.24988368685501144,0.9999942660331727,1.0012071132659912,0.9985620975494385,4.0751183296568644e-07,59.999759912490845,6,7878,N,0
192.168.1.152,216.58.199.74,40700,443,6,1554263182.511034,3,2,1,78.0,91,52,338.0,71.5,91,52,380.25,91.0,91,91,0.0,0.02672553062438965,0.04124712944030762,0.01220393180847168,0.00021087683217047015,0.0534510612487793,0.0534510612487793,0.0534510612487793,0.0,0.0,0.0,0.0,0.0,0.0534510612487793,6,443,N,0
192.168.1.193,192.168.1.152,49238,1880,6,1554263186.922519,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,0.0001678466796875,0.0001678466796875,0.0001678466796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001678466796875,6,1880,N,0
192.168.1.193,192.168.1.152,49238,1880,6,1554263231.940446,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,0.00021696090698242188,0.00021696090698242188,0.00021696090698242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021696090698242188,6,1880,N,0
192.168.1.152,216.58.199.74,40700,443,6,1554263235.525784,3,2,1,78.0,91,52,338.0,71.5,91,52,380.25,91.0,91,91,0.0,0.009192943572998047,0.01817488670349121,0.0002110004425048828,8.067530239941334e-05,0.018385887145996094,0.018385887145996094,0.018385887145996094,0.0,0.0,0.0,0.0,0.0,0.018385887145996094,6,443,N,0
192.168.1.152,192.168.1.195,1880,51323,6,1554263236.253037,659,344,315,439.7192716236722,3093,40,489433.6647424133,805.7412790697674,3093,44,657328.7731797594,40.0,40,40,0.0,0.0899582278764719,0.9589011669158936,4.0531158447265625e-06,0.03710723900606457,0.17257248973012318,0.9590811729431152,4.0531158447265625e-06,0.05699548658364558,0.18851008612638825,0.9590539932250977,1.9073486328125e-05,0.05924339389587703,59.192513942718506,6,1880,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554263236.346009,384,214,170,197.30729166666666,1500,52,125089.40036349825,305.78504672897196,1500,52,197816.00052406325,60.752941176470586,92,56,79.24484429065744,0.1550066240773811,0.7208058834075928,9.5367431640625e-07,0.03649316000582003,0.27872083108749746,0.7209908962249756,0.0036439895629882812,0.033415532532285436,0.34904354422755496,1.3559517860412598,9.5367431640625e-07,0.1232534316829112,59.36753702163696,6,1883,N,0
