src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.193,192.168.1.152,49238,1880,6,1554278984.345726,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,3.504753112792969e-05,3.504753112792969e-05,3.504753112792969e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504753112792969e-05,6,1880,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554278989.308517,525,252,273,159.88761904761904,1500,52,94215.03308480726,270.765873015873,1500,52,172626.42534328546,57.53846153846154,84,52,11.640462102000566,0.11442331685364701,1.0807468891143799,9.5367431640625e-07,0.032230603698909205,0.2375569087100694,1.0808699131011963,8.106231689453125e-05,0.0404732025657092,0.2191805033122792,1.3808472156524658,9.5367431640625e-07,0.09125641934195249,59.957818031311035,6,1883,N,0
192.168.1.152,192.168.1.152,34296,10502,6,1554278989.550839,225,150,75,61.93333333333333,73,52,55.79555555555555,58.9,73,52,54.08999999999999,68.0,69,64,4.0,0.26358034355299814,1.0040578842163086,5.9604644775390625e-06,0.1883841752457194,0.3962550131266549,1.0040578842163086,0.0001308917999267578,0.23064049975629122,0.7978563791996723,1.0044591426849365,0.0007219314575195312,0.16107053191878726,59.04199695587158,6,10502,N,0
192.168.1.152,192.168.1.195,1880,51323,6,1554278989.598553,578,322,256,497.7370242214533,5634,40,740080.5536811103,861.6521739130435,5634,44,1029455.9038617337,40.0,40,40,0.0,0.10387536020791303,1.0022878646850586,1.0967254638671875e-05,0.04532805360463145,0.18671514609149684,1.002755880355835,6.4849853515625e-05,0.06618631029669186,0.23504133317984788,1.0032680034637451,1.0967254638671875e-05,0.07195839386432261,59.93608283996582,6,1880,N,0
192.168.1.152,192.168.1.152,1880,40688,6,1554278989.599459,644,322,322,462.82608695652175,5646,52,683506.0256548744,873.6521739130435,5646,56,1029455.9038617337,52.0,52,52,0.0,0.09321169052302003,1.0031530857086182,3.0994415283203125e-06,0.04175694522468923,0.18671372300739228,1.0031659603118896,4.00543212890625e-05,0.06619085101122746,0.18671370740991516,1.0031919479370117,3.790855407714844e-05,0.06619129270345384,59.93511700630188,6,1880,N,0
192.168.1.193,192.168.1.152,49238,1880,6,1554279029.398142,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,3.600120544433594e-05,3.600120544433594e-05,3.600120544433594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600120544433594e-05,6,1880,N,0
192.168.1.152,192.168.1.152,34296,10502,6,1554279049.590444,225,150,75,61.93333333333333,73,52,55.79555555555555,58.9,73,52,54.08999999999999,68.0,69,64,4.0,0.2635651337248938,1.0029590129852295,5.9604644775390625e-06,0.18849223640790175,0.39623214734480683,1.0029590129852295,0.00011086463928222656,0.2308075515682991,0.7978133092055449,1.0033910274505615,0.00072479248046875,0.16109827077984315,59.03858995437622,6,10502,N,0
192.168.1.152,192.168.1.195,1880,51323,6,1554279049.638665,527,290,237,540.4478178368122,6709,40,1111608.4825711395,949.4344827586207,6709,44,1648114.3560523186,40.0,40,40,0.0,0.11329301319194837,1.0292208194732666,-1.811981201171875e-05,0.0474932498057713,0.20620019708125237,1.0296099185943604,6.699562072753906e-05,0.06748288613055507,0.25250551660182113,1.0296688079833984,9.059906005859375e-06,0.07103090080433216,59.592124938964844,6,1880,N,0
192.168.1.152,192.168.1.152,1880,40688,6,1554279049.638859,580,290,290,506.71724137931034,6721,52,1030824.9476337694,961.4344827586207,6721,56,1648114.3560523186,52.0,52,52,0.0,0.1029206944664937,1.0295288562774658,4.0531158447265625e-06,0.044347918904622016,0.20619748125439283,1.029533863067627,1.4066696166992188e-05,0.06756018027029101,0.20619749527901515,1.029538869857788,1.0013580322265625e-05,0.06755937323210494,59.59108209609985,6,1880,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554279050.124039,499,227,272,165.6813627254509,1500,52,100730.54977289245,294.6211453744493,1500,52,190850.51726212428,58.0735294117647,156,52,65.75929930795849,0.11858899813579268,1.9647879600524902,0.0,0.046588106686574406,0.2613155799629414,1.9647879600524902,7.390975952148438e-05,0.06899718275080362,0.21577968280693702,2.6275370121002197,9.5367431640625e-07,0.13258122391247407,59.057321071624756,6,1883,N,0
