src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.152,192.168.1.193,1880,49179,6,1554241051.505289,4,2,2,43.25,52,40,25.6875,46.0,52,40,36.0,40.5,41,40,0.25,4.733994007110596,14.175599813461304,8.416175842285156e-05,44.57207462921318,14.201982021331787,14.201982021331787,14.201982021331787,0.0,14.175599813461304,14.175599813461304,14.175599813461304,0.0,14.201982021331787,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554241062.780547,577,285,292,150.1161178509532,1500,52,83708.38686326513,57.36140350877193,84,52,13.248334872268392,240.6472602739726,1500,52,148804.05708153502,0.10415596887469292,0.6718020439147949,0.0,0.026626055546943226,0.21124557374228894,1.0588171482086182,0.0,0.0859375568715394,0.20616353991924694,0.6718020439147949,1.1920928955078125e-06,0.0337835652491746,59.99383807182312,6,1883,N,0
192.168.1.152,192.168.1.195,1880,49773,6,1554241063.185492,581,310,271,496.60068846815835,4196,40,757704.016109681,895.758064516129,4196,44,1078501.8350156087,40.0,40,40,0.0,0.10330362936546063,1.0015199184417725,9.5367431640625e-07,0.0394943354292224,0.19390277723664218,1.0016708374023438,5.9604644775390625e-06,0.05664879134717488,0.22191064799273455,1.0016789436340332,9.5367431640625e-07,0.05860801898487088,59.91610503196716,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554241064.458451,183,122,61,135.0327868852459,278,52,10187.343187315239,64.0,76,52,144.0,277.0983606557377,278,277,0.08868583714055359,0.32966802146408586,1.0012850761413574,5.9604644775390625e-06,0.22090633149994598,0.49586429674763327,1.0012850761413574,8.797645568847656e-05,0.2498615354547006,0.9999912500381469,1.001418113708496,0.9984748363494873,3.410710127127458e-07,59.99957990646362,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554241064.458612,183,122,61,135.0327868852459,278,52,10187.343187315239,64.0,76,52,144.0,277.0983606557377,278,277,0.08868583714055359,0.3296676978960142,1.001204013824463,5.0067901611328125e-06,0.2209343430176134,0.49586381005846764,1.001204013824463,4.506111145019531e-05,0.2499038297613049,0.9999912500381469,1.0013329982757568,0.9986238479614258,3.4260211483190987e-07,59.999521017074585,6,7878,N,0
192.168.1.152,192.168.1.193,1880,49179,6,1554241110.185222,4,2,2,43.25,52,40,25.6875,46.0,52,40,36.0,40.5,41,40,0.25,4.546398003896077,13.616700887680054,0.000202178955078125,41.13527852072125,13.639194011688232,13.639194011688232,13.639194011688232,0.0,13.616700887680054,13.616700887680054,13.616700887680054,0.0,13.639194011688232,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554241122.892841,553,281,272,153.3851717902351,1500,52,88704.09214902115,57.338078291814945,84,52,13.810969972518079,252.61029411764707,1500,52,160953.06871756056,0.1085207846717558,0.6724350452423096,9.5367431640625e-07,0.028199820633625645,0.21394035731043134,1.030561923980713,9.5367431640625e-07,0.09333927559171237,0.22104543601454843,0.6724350452423096,5.9604644775390625e-06,0.0347430816514528,59.903473138809204,6,1883,N,0
192.168.1.152,192.168.1.195,1880,49773,6,1554241123.220502,559,305,254,512.6350626118068,5239,40,811158.8686096114,906.239344262295,5239,41,1145725.8214028487,40.0,40,40,0.0,0.10661659659450627,1.0008339881896973,1.1920928955078125e-06,0.03592343775386122,0.1956972958225953,1.001168966293335,2.1457672119140625e-06,0.04859043242279961,0.2351459052722916,1.001115083694458,1.1920928955078125e-06,0.04910949643905742,59.4920608997345,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554241125.458376,183,122,61,135.0601092896175,278,52,10195.127534414285,64.0,76,52,144.0,277.1803278688525,278,277,0.14780972856758942,0.3296642906063206,1.0011630058288574,5.9604644775390625e-06,0.22089798586545498,0.4958586850442177,1.0011630058288574,8.487701416015625e-05,0.2498508479034009,0.999980099995931,1.0012500286102295,0.9987859725952148,2.724550000089544e-07,59.99890089035034,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554241125.458537,183,122,61,135.0601092896175,278,52,10195.127534414285,64.0,76,52,144.0,277.1803278688525,278,277,0.14780972856758942,0.32966406659765557,1.0011510848999023,5.9604644775390625e-06,0.2209332136899424,0.4958583481055646,1.0011510848999023,4.57763671875e-05,0.2499039463798893,0.9999801993370057,1.0011980533599854,0.9986550807952881,2.6716072705805046e-07,59.998860120773315,6,7878,N,0
192.168.1.152,192.168.1.193,1880,49179,6,1554241155.227126,2,1,1,46.5,52,41,30.25,52.0,52,52,0.0,41.0,41,41,0.0,0.00018405914306640625,0.00018405914306640625,0.00018405914306640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018405914306640625,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554241182.932637,536,264,272,157.32835820895522,1500,52,92875.33247939407,57.621212121212125,80,52,15.371671258034896,254.10294117647058,1500,52,163989.6805795848,0.11174503709668311,0.6728370189666748,0.0,0.029005685052119683,0.22731345597328795,1.0394339561462402,0.0,0.09372635747593058,0.22060309213025983,0.7892551422119141,7.200241088867188e-05,0.03733663614967041,59.783594846725464,6,1883,N,0
192.168.1.152,192.168.1.195,1880,49773,6,1554241183.260446,527,280,247,542.5787476280835,6288,40,1102418.8661897029,985.925,6288,44,1655537.4908035712,40.0,40,40,0.0,0.11294028922178899,1.0022871494293213,1.9073486328125e-06,0.04263088762467959,0.21292561698558082,1.0026111602783203,5.9604644775390625e-06,0.05918109215227307,0.2414892437012215,1.0026640892028809,5.9604644775390625e-06,0.06021293703004419,59.40659213066101,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554241186.458026,183,122,61,135.07103825136613,278,52,10198.240855206186,64.0,76,52,144.0,277.21311475409834,278,277,0.167696855683956,0.3296660446858668,1.0042500495910645,5.9604644775390625e-06,0.220892061421902,0.49586132341179967,1.0042500495910645,8.702278137207031e-05,0.24984106013469431,0.9999854644139607,1.0043919086456299,0.9949681758880615,1.0061896791866176e-06,59.99922013282776,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554241186.458299,183,122,61,135.07103825136613,278,52,10198.240855206186,64.0,76,52,144.0,277.21311475409834,278,277,0.167696855683956,0.32966493905245603,1.0044090747833252,5.9604644775390625e-06,0.22092478887707623,0.4958596603929504,1.0044090747833252,4.506111145019531e-05,0.24989083851525914,0.9999828179677327,1.0046048164367676,0.9948081970214844,1.0549876755147933e-06,59.999018907547,6,7878,N,0
192.168.1.152,192.168.1.193,1880,49179,6,1554241200.232939,2,1,1,46.5,52,41,30.25,52.0,52,52,0.0,41.0,41,41,0.0,0.00047516822814941406,0.00047516822814941406,0.00047516822814941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047516822814941406,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554241243.246886,564,284,280,152.20567375886526,1500,52,88354.48961319853,57.33802816901409,84,52,13.927990478079748,248.42857142857142,1500,52,159569.77346938776,0.10655952770375443,0.6713030338287354,9.5367431640625e-07,0.02678170705571461,0.21198919131140828,1.044421911239624,9.5367431640625e-07,0.0859010047976585,0.2150267956504685,0.740837812423706,5.698204040527344e-05,0.034205258748965635,59.993014097213745,6,1883,N,0
192.168.1.152,192.168.1.195,1880,49773,6,1554241243.295507,507,274,233,561.9230769230769,6291,40,1091665.9921104535,1005.7481751824818,6291,44,1591357.2249054294,40.0,40,40,0.0,0.11782026290893555,1.0010380744934082,9.5367431640625e-07,0.04630497904375745,0.21837693343669068,1.0012989044189453,7.867813110351562e-06,0.06396196463274582,0.2569693152246804,1.0013740062713623,9.5367431640625e-07,0.06534665871268353,59.61705303192139,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554241246.458157,180,120,60,135.07777777777778,279,52,10200.171728395062,64.0,76,52,144.0,277.23333333333335,279,277,0.2122222222222222,0.3296101572793289,1.0013368129730225,9.059906005859375e-06,0.22085847179295937,0.49580015254621745,1.0013368129730225,8.392333984375e-05,0.2498186629153133,1.0000004768371582,1.001443862915039,0.9986782073974609,3.5196879992835714e-07,59.00021815299988,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554241246.458396,180,120,60,135.07777777777778,279,52,10200.171728395062,64.0,76,52,144.0,277.23333333333335,279,277,0.2122222222222222,0.32960927952601254,1.001343011856079,6.9141387939453125e-06,0.2209081818880993,0.49579883222820376,1.001343011856079,4.506111145019531e-05,0.24989387361977616,1.0000001899266646,1.0014541149139404,0.9986898899078369,3.475450307626323e-07,59.00006103515625,6,7878,N,0
192.168.1.195,117.18.232.200,50762,443,6,1554241250.858067,31,17,14,740.741935483871,8665,40,2657534.4495317377,91.23529411764706,433,40,10651.826989619374,1529.4285714285713,8665,40,4737322.387755102,0.002339339256286621,0.013957023620605469,7.867813110351562e-06,2.0013607912877274e-05,0.0043862611055374146,0.014171123504638672,0.00015592575073242188,3.1599778905322395e-05,0.00430754514840933,0.024957895278930664,1.2159347534179688e-05,5.477598563914954e-05,0.07018017768859863,6,443,N,0
192.168.1.152,192.168.1.193,1880,49179,6,1554241257.744407,93,62,31,1120.3118279569892,2960,40,1136569.7199676265,1660.4516129032259,2960,40,829601.6024973984,40.03225806451613,41,40,0.031217481789802288,0.4370351200518401,13.792303085327148,9.5367431640625e-07,4.268634178891688,0.6590168358849697,13.824419021606445,1.0967254638671875e-05,6.3121947616435,1.3402410348256428,13.799406051635742,9.5367431640625e-07,11.90741892666517,40.20723104476929,6,1880,N,0
192.168.1.195,13.107.4.50,50765,80,6,1554241261.700926,9,5,4,1019.0,7153,40,4904626.222222222,85.2,242,40,6175.3600000000015,2186.25,7153,40,8575239.1875,0.0062513649463653564,0.033924102783203125,5.4836273193359375e-05,0.0001275789369747926,0.012502729892730713,0.035639047622680664,0.00027298927307128906,0.00020770775908474093,0.012166341145833334,0.034429073333740234,0.00040984153747558594,0.0002480751501757873,0.05001091957092285,6,80,N,0
192.168.1.152,192.168.1.193,1880,49179,6,1554241284.976301,2,1,1,46.5,52,41,30.25,52.0,52,52,0.0,41.0,41,41,0.0,6.198883056640625e-05,6.198883056640625e-05,6.198883056640625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.198883056640625e-05,6,1880,N,0
192.168.1.195,52.230.3.194,49691,443,6,1554241293.343548,3,2,1,116.33333333333333,166,40,3001.555555555556,91.5,143,40,2652.25,166.0,166,166,0.0,0.0927344560623169,0.11808204650878906,0.06738686561584473,0.0006425003414420871,0.1854689121246338,0.1854689121246338,0.1854689121246338,0.0,0.0,0.0,0.0,0.0,0.1854689121246338,6,443,N,0
192.168.1.152,192.168.1.193,1880,49179,6,1554241302.74934,2,1,1,40.0,40,40,0.0,40.0,40,40,0.0,40.0,40,40,0.0,0.015079021453857422,0.015079021453857422,0.015079021453857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015079021453857422,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554241303.284522,545,285,260,155.61834862385322,1500,52,88517.90571837386,57.26315789473684,76,52,9.18337950138504,263.4307692307692,1500,52,163309.65289940825,0.10968404219431035,0.6722311973571777,9.5367431640625e-07,0.028584816265343534,0.20881909551754804,1.044727087020874,9.5367431640625e-07,0.08795431442844996,0.23037883765909203,0.7280519008636475,4.0531158447265625e-06,0.03552311298167773,59.668118953704834,6,1883,N,0
192.168.1.152,192.168.1.195,1880,49773,6,1554241303.332218,509,277,232,559.516699410609,6002,40,1101555.338129774,994.6353790613719,6002,44,1608777.9573042784,40.0,40,40,0.0,0.11682199821697445,1.0011169910430908,5.0067901611328125e-06,0.03979509927420957,0.2150197642436926,1.00126314163208,6.9141387939453125e-06,0.052220916878382886,0.25690661880361054,1.0012328624725342,5.0067901611328125e-06,0.05163675230752458,59.34557509422302,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554241306.458213,180,120,60,135.06666666666666,278,52,10196.995555555555,64.0,76,52,144.0,277.2,278,277,0.16000000000000003,0.3296101892460658,1.001297950744629,7.867813110351562e-06,0.22086725479403782,0.4958002006306368,1.001297950744629,8.606910705566406e-05,0.24983185724424864,1.0000022387100478,1.0014171600341797,0.9985549449920654,3.692574676035268e-07,59.000223875045776,6,7878,N,0
