src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
3.122.49.24,192.168.1.152,1883,52976,6,1554301244.135039,389,176,213,197.50385604113112,1500,52,120624.05461238032,60.54545454545455,88,56,63.15702479338843,310.6713615023474,1500,52,191936.3239216205,0.15427767493061184,0.6691431999206543,9.5367431640625e-07,0.03564334210352079,0.3382406507219587,1.0191190242767334,9.5367431640625e-07,0.11042275451452424,0.28235636792092955,0.6691431999206543,8.511543273925781e-05,0.03181814120075076,59.85973787307739,6,1883,N,0
192.168.1.152,192.168.1.195,1880,52786,6,1554301244.856645,541,285,256,529.4048059149723,3766,40,868781.9562800454,969.0105263157894,3766,41,1240763.196380425,40.0,40,40,0.0,0.10933831841857344,1.0013868808746338,1.1920928955078125e-06,0.048723297172247985,0.2078957003606877,1.0015060901641846,1.9073486328125e-06,0.07222934897231718,0.23153934852749694,1.001554012298584,1.1920928955078125e-06,0.07495601909950873,59.04269194602966,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554301245.517816,183,122,61,135.33879781420765,279,52,10274.453522052017,64.0,76,52,144.0,278.0163934426229,279,278,0.016124697661918843,0.32966589010678804,1.0013790130615234,1.0013580322265625e-05,0.22090428282429264,0.495861090904425,1.0013790130615234,8.20159912109375e-05,0.2498595197534865,0.9999850670496623,1.0014729499816895,0.9983890056610107,4.0736744981333886e-07,59.999191999435425,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554301245.51799,183,122,61,135.33879781420765,279,52,10274.453522052017,64.0,76,52,144.0,278.0163934426229,279,278,0.016124697661918843,0.3296658796268505,1.0014290809631348,6.9141387939453125e-06,0.22092846610248948,0.49586107514121314,1.0014290809631348,4.601478576660156e-05,0.24989589922209451,0.999985682964325,1.0014760494232178,0.9985001087188721,4.012829462851641e-07,59.99919009208679,6,7878,N,0
192.168.1.152,216.58.199.74,46990,443,6,1554301278.626224,3,2,1,78.0,91,52,338.0,71.5,91,52,380.25,91.0,91,91,0.0,0.05031156539916992,0.058856964111328125,0.04176616668701172,7.302383914975508e-05,0.10062313079833984,0.10062313079833984,0.10062313079833984,0.0,0.0,0.0,0.0,0.0,0.10062313079833984,6,443,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554301304.211856,404,179,225,191.78217821782178,1500,52,118274.11592000784,60.37988826815643,88,52,66.80540557410818,296.32,1500,52,187649.93315555557,0.14817576668694357,0.6728930473327637,9.5367431640625e-07,0.03577038534518977,0.334032757898395,1.1203160285949707,9.5367431640625e-07,0.11456965585929756,0.26658335753849577,0.6728930473327637,4.0531158447265625e-06,0.035588144240008855,59.71483397483826,6,1883,N,0
192.168.1.152,192.168.1.195,1880,52786,6,1554301304.898748,563,299,264,510.5186500888099,3765,40,760206.0613750871,925.9598662207358,3765,41,1063360.546884263,40.0,40,40,0.0,0.10505384312829938,1.0013208389282227,9.5367431640625e-07,0.04855852064107055,0.1981214692928647,1.0013477802276611,3.0994415283203125e-06,0.07321037480784943,0.2244869049057761,1.0014209747314453,9.5367431640625e-07,0.07703240654127556,59.04025983810425,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554301306.517038,183,122,61,135.34426229508196,279,52,10276.018095494042,64.0,76,52,144.0,278.0327868852459,279,278,0.03171190540177372,0.32966544994941127,1.0012030601501465,7.867813110351562e-06,0.2208933215743816,0.49586042884952763,1.0012030601501465,8.58306884765625e-05,0.2498432531576681,0.9999833822250366,1.0014090538024902,0.9984390735626221,4.2292591672321573e-07,59.99911189079285,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554301306.517195,183,122,61,135.34426229508196,279,52,10276.018095494042,64.0,76,52,144.0,278.0327868852459,279,278,0.03171190540177372,0.32966552199898186,1.0011670589447021,5.9604644775390625e-06,0.2209291204177306,0.49586053722160905,1.0011670589447021,4.601478576660156e-05,0.2498970621312428,0.9999844471613566,1.0013508796691895,0.9983730316162109,4.52675223275239e-07,59.9991250038147,6,7878,N,0
192.168.1.152,13.35.146.12,37182,443,6,1554301315.186914,25,13,12,146.32,663,52,38090.37760000001,173.15384615384616,636,52,45170.4378698225,117.25,663,52,28795.1875,2.1332849164803824,10.229132890701294,1.8835067749023438e-05,17.098230505211475,4.265531241893768,10.240355014801025,0.0004010200500488281,25.204094929936115,4.6533095403151075,10.25194001197815,0.0002880096435546875,25.795184717105816,51.198837995529175,6,443,N,0
