src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.152,3.122.49.24,52976,1883,6,1554335461.355009,432,224,208,183.61805555555554,1500,52,111800.57865547837,299.1205357142857,1500,52,187867.65957828445,59.23076923076923,88,56,42.946745562130175,0.13851282380849744,0.6685640811920166,9.5367431640625e-07,0.032159266726479646,0.26770864153122154,0.6685640811920166,0.0005300045013427734,0.030072391422257542,0.2867756765245815,1.0181851387023926,9.5367431640625e-07,0.1044881201355593,59.6990270614624,6,1883,N,0
192.168.1.152,192.168.1.195,1880,54163,6,1554335461.737745,596,307,289,485.8993288590604,4344,40,749323.3556371335,905.6547231270358,4344,41,1091349.203259451,40.0,40,40,0.0,0.10018412606054995,1.0019629001617432,1.9073486328125e-06,0.043744755318818225,0.19480222190906799,1.0021729469299316,1.9073486328125e-06,0.06670697606376398,0.2069771389166514,1.0020959377288818,7.867813110351562e-06,0.06834597884659772,59.60955500602722,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554335462.517656,183,122,61,135.39890710382514,279,52,10291.660545253666,64.0,76,52,144.0,278.1967213114754,279,278,0.15802203708680468,0.3296669276206048,1.0011279582977295,9.775161743164062e-06,0.22090610034610045,0.4958626514623973,1.0011279582977295,8.58306884765625e-05,0.24986173472768267,0.9999870816866557,1.0012681484222412,0.9985430240631104,3.4699361225736735e-07,59.99938082695007,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554335462.517818,183,122,61,135.39890710382514,279,52,10291.660545253666,64.0,76,52,144.0,278.1967213114754,279,278,0.15802203708680468,0.32966709922958204,1.0013530254364014,5.9604644775390625e-06,0.22093701849206449,0.4958629095849912,1.0013530254364014,4.601478576660156e-05,0.24990815316477108,0.9999879995981852,1.0014078617095947,0.9985558986663818,3.730177442978149e-07,59.999412059783936,6,7878,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554335521.447282,438,237,201,180.88584474885846,1500,52,111108.43445716312,283.8818565400844,1500,52,182184.14637967566,59.44278606965174,88,56,46.17707482488057,0.13675242321442138,0.6728110313415527,9.5367431640625e-07,0.03213057075098693,0.25303634344521214,0.6728110313415527,0.0004229545593261719,0.03181098572390759,0.2985372245311737,1.0682799816131592,9.5367431640625e-07,0.10601058523204297,59.76080894470215,6,1883,N,0
192.168.1.152,192.168.1.195,1880,54163,6,1554335521.77571,557,290,267,515.9910233393177,7108,40,1058853.8185908739,954.2310344827587,7108,42,1633076.9569678954,40.0,40,40,0.0,0.10688504469480446,1.0129029750823975,2.86102294921875e-06,0.040799622576195585,0.20563308672921468,1.0131070613861084,4.0531158447265625e-06,0.058260572546179897,0.22341319134360865,1.01304292678833,2.09808349609375e-05,0.05931861255962112,59.42808485031128,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554335522.518465,180,120,60,135.4,279,52,10291.973333333335,64.0,76,52,144.0,278.2,279,278,0.16000000000000003,0.32961370292322595,1.001410961151123,9.059906005859375e-06,0.220889153527175,0.49580548590972645,1.001410961151123,8.606910705566406e-05,0.2498630401450682,1.0000129150132002,1.0015039443969727,0.9987530708312988,4.125877743789976e-07,59.000852823257446,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554335522.518679,180,120,60,135.4,279,52,10291.973333333335,64.0,76,52,144.0,278.2,279,278,0.16000000000000003,0.32961381613875235,1.0014801025390625,6.198883056640625e-06,0.2209243901039575,0.49580565620871153,1.0014801025390625,4.601478576660156e-05,0.24991598527983264,1.0000134241783012,1.0015299320220947,0.998643159866333,4.5673183991218803e-07,59.00087308883667,6,7878,N,0
192.168.1.152,3.122.49.24,52976,1883,6,1554335581.764891,418,225,193,186.1196172248804,1500,52,115135.6124859779,294.53333333333336,1500,52,188389.9022222222,59.73056994818653,88,52,59.036215737335226,0.14304739336887423,0.6695489883422852,9.5367431640625e-07,0.033874027856918225,0.2662974734391485,0.6695489883422852,5.0067901611328125e-06,0.032269993282419626,0.3106797809402148,1.0256998538970947,9.5367431640625e-07,0.11357621642313064,59.65076303482056,6,1883,N,0
192.168.1.152,192.168.1.195,1880,54163,6,1554335581.812711,526,276,250,542.2756653992395,6139,40,1132130.0741987017,997.2355072463768,6139,41,1722106.498884163,40.0,40,40,0.0,0.11300474666413807,1.0488269329071045,1.9073486328125e-06,0.05036195845605229,0.21573526902632278,1.049048900604248,4.0531158447265625e-06,0.07406576702169909,0.2382623134367916,1.048995018005371,1.9073486328125e-06,0.07642300119296948,59.327491998672485,6,1880,N,0
