src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
3.122.49.24,192.168.1.152,1883,52976,6,1554198418.469103,308,130,178,112.64935064935065,426,52,8077.701720357564,55.96923076923077,60,52,0.8605917159763313,154.04494382022472,426,52,9916.615957581114,0.19450199720525585,0.6730179786682129,8.106231689453125e-06,0.030234761212349904,0.46030915615170503,1.0046799182891846,8.606910705566406e-05,0.07020500738471408,0.3373563397402144,0.6730179786682129,0.00015497207641601562,0.00968475946554305,59.71211314201355,6,1883,N,0
192.168.1.152,192.168.1.152,1880,51782,6,1554198418.737863,372,186,186,341.36021505376345,1529,52,155503.37562145913,630.7204301075269,1529,56,143548.0831309978,52.0,52,52,0.0,0.1602528512959853,1.0017900466918945,3.814697265625e-06,0.07406845735582798,0.3213716919357712,1.001816987991333,5.602836608886719e-05,0.09677840085809689,0.3213717834369556,1.0018179416656494,3.2901763916015625e-05,0.09678349533561233,59.45380783081055,6,1880,N,0
192.168.1.152,192.168.1.152,34296,10502,6,1554198419.132141,225,150,75,61.93333333333333,73,52,55.79555555555555,58.9,73,52,54.08999999999999,68.0,69,64,4.0,0.26358563878706526,1.0035150051116943,5.0067901611328125e-06,0.18834479825690487,0.39626297374699737,1.0035150051116943,0.00014781951904296875,0.23057886605102143,0.7978767962069124,1.0044379234313965,0.0012657642364501953,0.16088610432418474,59.04318308830261,6,10502,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554198478.504127,308,129,179,113.15259740259741,425,52,7621.973467279474,56.031007751937985,60,52,0.6191935580794422,154.31843575418995,425,52,9068.373459005648,0.19447028287458887,0.6719670295715332,5.9604644775390625e-06,0.03055882462152248,0.4637554921209812,1.1870310306549072,8.893013000488281e-05,0.06539219751954214,0.335406347606959,0.6719670295715332,8.20159912109375e-05,0.010626717679804852,59.70237684249878,6,1883,N,0
192.168.1.152,192.168.1.152,1880,51782,6,1554198478.747729,364,182,182,348.52197802197804,2340,52,169299.12314334017,645.0439560439561,2340,56,162747.6793865475,52.0,52,52,0.0,0.16386123925201163,1.0018861293792725,2.86102294921875e-06,0.06783116455446929,0.32862772335663687,1.0019290447235107,4.291534423828125e-05,0.08191578881361467,0.3286276232471782,1.0019819736480713,2.6941299438476562e-05,0.08192118776609901,59.481629848480225,6,1880,N,0
192.168.1.152,192.168.1.152,34296,10502,6,1554198479.171715,225,150,75,61.93333333333333,73,52,55.79555555555555,58.9,73,52,54.08999999999999,68.0,69,64,4.0,0.26356592774391174,1.001814842224121,5.0067901611328125e-06,0.18795368038107757,0.39623334103782704,1.001814842224121,0.00013399124145507812,0.2299997928051262,0.7978165794063259,1.0057101249694824,0.0013279914855957031,0.16015156377347137,59.03876781463623,6,10502,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554198538.542713,308,130,178,113.77597402597402,425,52,7702.355656518805,56.03076923076923,60,56,0.1221301775147929,155.9494382022472,425,52,9113.665982830453,0.19449281071218683,0.671860933303833,1.3828277587890625e-05,0.03297107152885294,0.4603827979213508,1.0073399543762207,2.5033950805664062e-05,0.06805356110714346,0.3373404963541839,0.671860933303833,0.004804849624633789,0.013399623978783104,59.70929288864136,6,1883,N,0
192.168.1.152,192.168.1.152,1880,51782,6,1554198538.758738,360,180,180,353.1222222222222,2339,52,197819.80172839508,654.2444444444444,2339,56,214290.41802469135,52.0,52,52,0.0,0.16577715594788447,1.0024669170379639,4.0531158447265625e-06,0.07712633310525885,0.33248027343323777,1.0024750232696533,4.506111145019531e-05,0.09926589839906376,0.33248039197655366,1.0024847984313965,4.1961669921875e-05,0.09926715728370493,59.51399898529053,6,1880,N,0
192.168.1.152,192.168.1.152,34296,10502,6,1554198539.212536,225,150,75,61.93333333333333,73,52,55.79555555555555,58.9,73,52,54.08999999999999,68.0,69,64,4.0,0.2635758976851191,1.002722978591919,5.0067901611328125e-06,0.1885152245271354,0.3962483294058166,1.002722978591919,0.00012111663818359375,0.2308380610692359,0.7978475544903729,1.0033411979675293,0.0010848045349121094,0.16113691634744026,59.041001081466675,6,10502,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554198598.600878,310,130,180,112.6258064516129,425,52,8534.279334027056,56.06153846153846,64,52,1.7192899408284024,153.4777777777778,425,52,10717.038395061729,0.19325970600338044,0.6714308261871338,6.9141387939453125e-06,0.034523400505704606,0.4604432804639949,1.44746994972229,3.0994415283203125e-05,0.08971708265473423,0.3336157492419195,0.6714308261871338,0.00010085105895996094,0.01662281282866344,59.717249155044556,6,1883,N,0
192.168.1.152,192.168.1.152,1880,51782,6,1554198598.767298,364,182,182,347.2774725274725,1695,52,167153.83234965583,642.554945054945,1695,56,159930.09313488708,52.0,52,52,0.0,0.16405292253520534,1.003227949142456,3.0994415283203125e-06,0.08070610877226063,0.3290114534493968,1.0032579898834229,5.1975250244140625e-05,0.10759250635627272,0.32901216475344497,1.0032429695129395,4.792213439941406e-05,0.10759317010165807,59.55121088027954,6,1880,N,0
192.168.1.152,192.168.1.152,34296,10502,6,1554198599.261015,225,150,75,61.93333333333333,73,52,55.79555555555555,58.9,73,52,54.08999999999999,68.0,69,64,4.0,0.2636025441544397,1.0033760070800781,5.0067901611328125e-06,0.1884939832026878,0.3962883885274798,1.0033760070800781,0.00012993812561035156,0.23079578740199674,0.7979278918859121,1.0036838054656982,0.001135110855102539,0.16111512544733794,59.04696989059448,6,10502,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554198658.650033,305,130,175,113.66229508196722,424,52,7575.515463585057,56.06153846153846,64,52,0.7346745562130177,156.45142857142858,424,52,8906.899069387755,0.19643805607369072,0.6730730533599854,1.71661376953125e-05,0.03493381451959408,0.46040869683258295,1.213742971420288,7.486343383789062e-05,0.07795177754268368,0.3432019606403921,0.6730730533599854,0.0016460418701171875,0.015352869317298894,59.71716904640198,6,1883,N,0
