src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.152,192.168.1.195,1880,51323,6,1554274101.109699,658,350,308,441.67477203647417,3945,40,550761.1373878659,795.1485714285715,3945,44,768505.7036408164,40.0,40,40,0.0,0.09065809750665813,1.0009889602661133,2.1457672119140625e-06,0.04712985515698292,0.17066549571673986,1.001129150390625,5.9604644775390625e-06,0.0751392980763639,0.19401310398834926,1.001206874847412,2.1457672119140625e-06,0.08088138512427384,59.56237006187439,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554274101.259814,382,258,124,199.45287958115182,1500,52,136656.33678490174,57.84496124031008,84,52,11.665885463613964,494.08870967741933,1500,52,292432.3711628513,0.15545905481173297,1.7610559463500977,0.0,0.1229898006642799,0.2304620733520864,1.8464469909667969,0.0,0.18763361928736103,0.48154316297391564,1.7610559463500977,1.1920928955078125e-06,0.22400564262877123,59.229899883270264,6,1883,N,0
192.168.1.193,192.168.1.152,49238,1880,6,1554274101.259942,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,4.0531158447265625e-06,4.0531158447265625e-06,4.0531158447265625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554274101.458141,180,120,60,135.01111111111112,278,52,10181.166543209876,64.0,76,52,144.0,277.03333333333336,278,277,0.032222222222222215,0.3296103917020659,1.0010340213775635,8.821487426757812e-06,0.22088438339155592,0.49580050516529245,1.0010340213775635,8.58306884765625e-05,0.24985752070510017,1.0000017618728896,1.0011260509490967,0.999121904373169,2.1008991370946288e-07,59.0002601146698,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554274101.458301,180,120,60,135.01111111111112,278,52,10181.166543209876,64.0,76,52,144.0,277.03333333333336,278,277,0.032222222222222215,0.32960936343869685,1.0009450912475586,6.9141387939453125e-06,0.22090249862555142,0.4957989584498045,1.0009450912475586,4.38690185546875e-05,0.24988528278749822,0.9999998666472354,1.0010111331939697,0.9991230964660645,2.141176750737063e-07,59.00007605552673,6,7878,N,0
192.168.1.193,192.168.1.152,49238,1880,6,1554274146.436963,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,6,1880,N,0
192.168.1.152,192.168.1.195,1880,51323,6,1554274161.129262,656,351,305,441.1189024390244,3945,40,588294.4248866002,789.6695156695157,3945,44,838192.665708882,40.0,40,40,0.0,0.09025713141637905,1.031944990158081,1.9073486328125e-06,0.04322548473711912,0.16890933445521764,1.032067060470581,4.0531158447265625e-06,0.06767500071659417,0.19446808884018346,1.0320990085601807,1.9073486328125e-06,0.07293825324009012,59.11842107772827,6,1880,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554274161.458482,180,120,60,135.02777777777777,278,52,10185.915895061727,64.0,76,52,144.0,277.0833333333333,278,277,0.07638888888888888,0.32960754666248515,1.0011260509490967,8.821487426757812e-06,0.2208883485523772,0.49579622565197345,1.0011260509490967,8.511543273925781e-05,0.24986490660968275,0.9999942860360873,1.001215934753418,0.9984250068664551,4.072906205995116e-07,58.99975085258484,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554274161.458641,180,120,60,135.02777777777777,278,52,10185.915895061727,64.0,76,52,144.0,277.0833333333333,278,277,0.07638888888888888,0.3296072562979586,1.0011630058288574,6.9141387939453125e-06,0.22091661971378856,0.4957957888851647,1.0011630058288574,4.482269287109375e-05,0.2499075767397365,0.999994083986444,1.0012130737304688,0.9984230995178223,4.2596355557306243e-07,58.999698877334595,6,7878,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554274161.497973,368,249,119,204.43478260869566,1500,52,141207.50661625704,58.088353413654616,88,52,16.072514959436138,510.65546218487395,1500,52,298056.27625167713,0.1614344412364492,1.1733181476593018,0.0,0.11553399300508704,0.2388953105095894,1.3475041389465332,0.0,0.18378001003459518,0.5020873647625164,1.1733181476593018,9.5367431640625e-07,0.18851546244147135,59.246439933776855,6,1883,N,0
192.168.1.193,192.168.1.152,49238,1880,6,1554274191.621612,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,0.0001728534698486328,0.0001728534698486328,0.0001728534698486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001728534698486328,6,1880,N,0
