src_ip,dst_ip,src_port,dst_port,proto,ts,count,fwd_count,bwd_count,ps_mean,ps_max,ps_min,ps_var,ps_fwd_mean,ps_fwd_max,ps_fwd_min,ps_fwd_var,ps_bwd_mean,ps_bwd_max,ps_bwd_min,ps_bwd_var,iat_mean,iat_max,iat_min,iat_var,iat_fwd_mean,iat_fwd_max,iat_fwd_min,iat_fwd_var,iat_bwd_mean,iat_bwd_max,iat_bwd_min,iat_bwd_var,dur,l4_proto,service_port,category,label
192.168.1.193,192.168.1.152,49179,1880,6,1554220380.879573,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,0.00015592575073242188,0.00015592575073242188,0.00015592575073242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015592575073242188,6,1880,N,0
192.168.1.152,192.168.1.192,1880,40571,6,1554220384.774574,1011,501,510,361.45301681503463,2665,52,201370.56628911843,676.1776447105789,2665,56,209999.98640642868,52.28235294117647,64,52,3.308512110726643,0.059189514830560966,0.5992519855499268,9.5367431640625e-07,0.007928974023676531,0.11954606008529663,0.606997013092041,1.5020370483398438e-05,0.011977752787236891,0.11743573261853052,0.6131629943847656,9.5367431640625e-07,0.01268059364806391,59.78140997886658,6,1880,N,0
192.168.1.152,192.168.1.190,1880,43539,6,1554220384.774818,950,475,475,368.1715789473684,2665,52,219752.5274027701,684.317894736842,2665,56,239607.76631135732,52.025263157894734,64,52,0.3025196675900279,0.06295430145223475,0.6068711280822754,5.9604644775390625e-06,0.009962493447193018,0.12604126346765188,0.6069381237030029,4.696846008300781e-05,0.012008487908440389,0.126041318796858,0.6068911552429199,3.3855438232421875e-05,0.012009280881832285,59.743632078170776,6,1880,N,0
192.168.1.152,192.168.1.195,1880,49773,6,1554220384.774892,895,475,420,374.09608938547484,2653,40,223909.38518023785,669.5073684210527,2653,44,235928.8436299169,40.0,40,40,0.0,0.06682967099567387,0.6076760292053223,1.9073486328125e-06,0.010275970494693943,0.12604353146211003,0.6080460548400879,1.9073486328125e-06,0.012025049445580149,0.14259089262787084,0.6076819896697998,1.9073486328125e-06,0.011247365807889716,59.745725870132446,6,1880,N,0
3.122.49.24,192.168.1.152,1883,52976,6,1554220385.062634,424,206,218,185.31367924528303,898,52,38260.918114765045,59.28155339805825,72,56,14.163446130643795,304.408256880734,898,52,45209.08561989732,0.14110069466539027,0.5568900108337402,1.9073486328125e-06,0.0260181737775142,0.2911481171119504,0.913564920425415,5.0067901611328125e-06,0.03275573005828171,0.275047999922581,0.5568900108337402,0.000553131103515625,0.01562646767381917,59.68559384346008,6,1883,N,0
127.0.0.1,127.0.0.1,42100,7878,6,1554220385.458421,180,120,60,132.92222222222222,272,52,9596.616172839507,64.0,76,52,144.0,270.76666666666665,272,270,0.2122222222222222,0.3296102678309606,1.1955299377441406,5.9604644775390625e-06,0.22112117115903926,0.4958003188381676,1.1955299377441406,9.799003601074219e-05,0.2502137862528269,1.0000016123561535,1.1957218647003174,0.8038480281829834,0.0013231112294867992,59.00023794174194,6,7878,N,0
192.168.1.190,192.168.1.190,43530,7878,6,1554220385.459451,182,120,62,132.03296703296704,272,52,9562.328583504406,64.0,76,52,144.0,263.7096774193548,272,52,1494.2382934443292,0.3259690334783733,1.196338176727295,5.9604644775390625e-06,0.21939440614391686,0.49580163915618125,1.196338176727295,5.0067901611328125e-05,0.2495078778949393,0.9672161985616214,1.1965138912200928,9.822845458984375e-05,0.032565010908153266,59.00039505958557,6,7878,N,0
192.168.1.193,192.168.1.152,49179,1880,6,1554220425.906864,2,1,1,46.5,52,41,30.25,41.0,41,41,0.0,52.0,52,52,0.0,0.0001499652862548828,0.0001499652862548828,0.0001499652862548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001499652862548828,6,1880,N,0
192.168.1.190,117.18.237.29,34263,80,6,1554220444.566196,17,9,8,125.11764705882354,840,52,42523.98615916955,101.66666666666667,491,52,18953.777777777777,151.5,840,52,67725.75,3.1406679302453995,10.029637098312378,2.193450927734375e-05,21.459779160002945,6.274993747472763,10.079766988754272,0.00020503997802734375,23.488602851277673,7.172778844833374,10.066927909851074,0.0009350776672363281,20.54110511538592,50.25068688392639,6,80,N,0
192.168.1.152,192.168.1.192,1880,40571,6,1554220444.780671,1045,516,529,345.8545454545455,1951,52,200846.6659243149,646.9496124031008,1951,56,227662.91218977227,52.15879017013233,64,52,1.8802677234572496,0.057281900411364675,0.7796261310577393,9.5367431640625e-07,0.009643188760157208,0.11610779993742415,0.7861230373382568,1.0013580322265625e-05,0.015820424798412884,0.11325191683841473,0.8058230876922607,9.5367431640625e-07,0.016578631483427333,59.80230402946472,6,1880,N,0
